J_early,F_early,J_mid,F_mid,J_late,F_late,controversy_rate,rank_instability,J_overall,F_overall,dynamic_pattern,Balance_traditional,Balance_phased,Score_ultimate,rule_name,params
0.5883627366334688,0.41335508013708705,0.39092391597545756,0.5360738211873602,0.19162661763312927,0.7609710550887021,0.05102040816326531,2.561478169736056,0.3903044234140185,0.5701333188043831,-0.7443520939519546,0.46338361454034505,0.4513612676754991,0.5040153013994472,Static Pct 50-50,{'judge_weight': 0.5}
0.574322462494242,0.5659972593267893,0.5520111634084914,0.5121099028743286,0.6072050465756496,0.5697543961524068,0.05102040816326531,2.6016746663112436,0.577846224159461,0.5492871861178416,0.029125447255790138,0.5632048940848638,0.5807760635000614,0.5756986687357505,Static Rank 50-50,{'judge_weight': 0.5}
0.28798532852210057,0.7981891291148088,0.19176305350598558,0.7956785421475019,0.225318165322016,0.8160144655626198,0.05102040816326531,2.8334264197507233,0.23502218245003403,0.8032940456083102,-0.0804924996478956,0.36365013787952427,0.5278521471479916,0.4970425222429486,Static Rank 40-60,{'judge_weight': 0.4}
0.8090118277664382,0.28294210125311636,0.8111320499166486,0.18710042928951867,0.8494652620728318,0.2158655970933715,0.05102040816326531,2.321229789778464,0.8232030465853062,0.2286360425453355,0.10752993846613845,0.35787581718053285,0.5446976939697463,0.5146922881308222,Static Rank 60-40,{'judge_weight': 0.6}
-0.03765019431052057,0.9561483798114305,0.544145905032232,0.47730557840851956,0.8963797142008428,0.1246864619222492,0.05102040816326531,2.827419406930344,0.46762514164085145,0.5193801400473997,1.7654918264005448,0.49214571808506996,0.5826957205881318,0.7285934509767089,Dynamic Optimal v1,"{'base': 0.35, 'delta': 0.04, 'early_fan_boost': 0.15}"
-0.10039995377447271,0.9770098166073237,0.5000332560845386,0.5121648891872186,0.9104958946042875,0.09723786404731243,0.05102040816326531,2.8528924293036475,0.43670973230478444,0.5288041899472848,1.8906678009387714,0.47836479808571136,0.5876992861729458,0.7384778421061682,Dynamic Optimal v2,"{'base': 0.3, 'delta': 0.05, 'early_fan_boost': 0.2}"
0.11635493260170852,0.8937088881178313,0.57867634613795,0.45260389120683236,0.8939432164143368,0.13169566221140205,0.05102040816326531,2.8149298944136127,0.5296581650513318,0.4926694805120219,1.5396015097190576,0.5104946817338504,0.5859057503222725,0.7124721173234365,Dynamic Optimal v3,"{'base': 0.4, 'delta': 0.03, 'early_fan_boost': 0.1}"
0.06276075963590587,0.9189788201033877,0.3744084757051555,0.6353604979540322,0.8511698540710416,0.21025910364145659,0.05102040816326531,2.852552067310658,0.42944636313736767,0.5881994738996255,1.4971288108970668,0.49644014778458667,0.5856485749078013,0.703931334632117,Dynamic Sigmoid v1,"{'j_min': 0.25, 'j_max': 0.7, 'steepness': 5}"
0.14648933839019226,0.8787627357264035,0.48853237901362284,0.5284937127784235,0.9145533053847661,0.10058356676003734,0.05102040816326531,2.8211145868196112,0.5165250075961937,0.5026133384216215,1.5462431359609399,0.5094742229268217,0.5874093933633968,0.7132812352178535,Dynamic Sigmoid v2,"{'j_min': 0.3, 'j_max': 0.75, 'steepness': 6}"
0.019703889439726043,0.9366497785182906,0.20314592320400296,0.7781094486541619,0.7468233653848627,0.3368522408963585,0.05102040816326531,2.8581210374443677,0.32322439267619724,0.6838704893562703,1.3269170135670687,0.4389727870431738,0.5763531692381629,0.6668813249758019,Dynamic Sigmoid v3,"{'j_min': 0.2, 'j_max': 0.65, 'steepness': 4}"
0.08908594599714667,0.9022847777372655,0.34158558541059625,0.6826566658384354,0.7407588226144104,0.3182773109243697,0.05102040816326531,2.853978487693059,0.3904767846740511,0.6344062515000235,1.2356803434301593,0.48341304230694987,0.574385731489806,0.6704995032167367,Dynamic Piecewise v1,"{'early_j': 0.25, 'mid_j': 0.45, 'late_j': 0.7}"
0.19665640853514552,0.8441453670183809,0.5461213279261321,0.5152343837432048,0.820121413899105,0.23177588208750505,0.05102040816326531,2.7780635003202003,0.5209663834534609,0.530385210949697,1.2358344902948353,0.5256336066005107,0.5849664923997759,0.6863553154642634,Dynamic Piecewise v2,"{'early_j': 0.3, 'mid_j': 0.5, 'late_j': 0.75}"
-0.002181021936243633,0.9411954992100506,0.17090159471299132,0.8111898200690337,0.5968037742556108,0.47217645799960883,0.05102040816326531,2.885302127902632,0.2551747823441195,0.7415205924262311,1.0680038374022962,0.37968944286441336,0.5578350736396203,0.6176495754261336,Dynamic Piecewise v3,"{'early_j': 0.2, 'mid_j': 0.4, 'late_j': 0.65}"
